n,run,theta_nw,theta_bh,t_nw,t_bh,theta_nw_plus_t_nw,theta_bh_plus_t_bh,ratio_nw_bh
40,85,2.010000025620684e-05,0.007516199999372475,0.5421554000022297,0.117105299999821,0.5421755000024859,0.12462149999919347,4.350577548865925
40,86,2.049999966402538e-05,0.007930399999168003,0.7541177999992215,0.09773109999878216,0.7541382999988855,0.10566149999795016,7.13730450555326
40,87,1.9499999325489625e-05,0.009422600000107195,0.6096742000008817,0.09191629999986617,0.6096937000002072,0.10133889999997336,6.016383639455011
40,88,1.720000000204891e-05,0.007341000000451459,0.6490989000012632,0.12451570000121137,0.6491161000012653,0.13185670000166283,4.922890531865876
40,89,1.8700000509852543e-05,0.007748299998638686,1.4083562000014354,0.14351149999856716,1.4083749000019452,0.15125979999720585,9.310966297905733
40,90,1.7700000171316788e-05,0.008018399999855319,0.6168217999984336,0.12389930000063032,0.6168394999986049,0.13191770000048564,4.675941894047077
40,91,1.6699999832781032e-05,0.007211399999505375,0.7023942999985593,0.09389359999840963,0.7024109999983921,0.101104999997915,6.947341872438329
40,92,2.4199998733820394e-05,0.007741800000076182,0.6736594000030891,0.12247220000062953,0.6736836000018229,0.1302140000007057,5.173664890089943
40,93,2.1600000764010474e-05,0.008644100002129562,0.6208522000015364,0.14495090000127675,0.6208738000023004,0.1535950000034063,4.042278719935748
40,94,2.0800001948373392e-05,0.007916200000181561,0.6020381999987876,0.07689380000010715,0.602059000000736,0.08481000000028871,7.098915222246037
40,95,2.0800001948373392e-05,0.008623800000350457,0.6437731000005442,0.14082300000154646,0.6437939000024926,0.14944680000189692,4.307846671821149
40,96,2.2099997295299545e-05,0.007806400000845315,0.6635350999968068,0.20955730000059702,0.6635571999941021,0.21736370000144234,3.052750758243897
